record_type,id,title,category_or_severity,species,content_hash,review_status,reviewer,license_number,reviewed_at,production_eligible
knowledge_card,OS-EYE-001,犬眼睛突然眯眼、发红或浑浊,eye,dog,45b3e3d8d70cd9f34c25a334e3a34dbd27c9d4523eb866ecdaf7d233713fcd3d,pending,,,,false
knowledge_card,OS-EYE-002,犬突然视力下降,eye,dog,faf5a7f0dcf02f920b695e212e5a0e5065371ad5ec4ee7491680a197c32a8da4,pending,,,,false
knowledge_card,MVP-GI-001,猫反复腹泻需排查寄生虫和其他病因,gastrointestinal,cat,857e263d25441aabce5f44b343529bfaa843c4c38fa2b11bdeeb9a38b80457e5,pending,,,,false
knowledge_card,MVP-GI-002,犬偶发一次呕吐,gastrointestinal,dog,44a32e5c18c7522467fbbb933942d51711e9b75cc293d525d386c25a6abc3ea9,pending,,,,false
knowledge_card,MVP-GI-003,犬反复呕吐,gastrointestinal,dog,d96af64b65cee4aac20d5060d96f1d29b120bbd2bac73a83641fba3a9842a56e,pending,,,,false
knowledge_card,MVP-GI-004,猫偶发呕吐需要观察什么,gastrointestinal,cat,90d79988188c9b79cc0a66f2fbf3e894b181983a1e0969a5012c5e356f14228f,pending,,,,false
knowledge_card,MVP-GI-005,猫反复呕吐不能只按毛球处理,gastrointestinal,cat,b68bff3be4b2fc0c9cabe70b01ff2385b3524c01558dd3a6a15ec8b63f4e99a9,pending,,,,false
knowledge_card,MVP-GI-006,猫反复吐出毛发也需要评估,gastrointestinal,cat,701e64f548ada869ca300b6dacd79076325c76bea89d73fda99b46d9b7f21157,pending,,,,false
knowledge_card,MVP-GI-007,猫排便困难或便秘,gastrointestinal,cat,f2498149d7b2f885d1016a23de049c9de8d318479874d18c436f0b85237e4f68,pending,,,,false
knowledge_card,MVP-GI-008,犬反复吞咽或进食后反流,gastrointestinal,dog,c9dfe52f5e393b8b38f93dfd5fa2558ed060d3cb4ff68a32db6e237a1be41a67,pending,,,,false
knowledge_card,MVP-GI-009,区分呕吐和反流,gastrointestinal,cat|dog,e2daf00cf38495961d10f347001339c42225a107776870584c3a3b4f22058553,pending,,,,false
knowledge_card,MVP-GI-010,猫食欲突然下降,gastrointestinal,cat,e695f173cebe3155e2d5fce4c2283164758a4524ffc9e79d63cf25f2f78de5bb,pending,,,,false
knowledge_card,MVP-GI-011,犬食欲突然下降,gastrointestinal,dog,2b428ec3d92e48c150ebf09df0bf1f632d3bc89ed03c539d707d3580de6cccd9,pending,,,,false
knowledge_card,MVP-GI-012,犬出现黑色柏油样便,gastrointestinal,dog,ded3c9defa5a044a5d94e56b9196fef0ff60abcc6f06374c27475ebe2e4a0110,pending,,,,false
knowledge_card,MVP-GI-013,犬便中出现鲜红色血,gastrointestinal,dog,a7da204665487113880c2780e228236feddfa7bc28b72bfca18cffaa6a44ea72,pending,,,,false
knowledge_card,MVP-GI-014,犬换粮后出现软便,gastrointestinal,dog,e33f2892fa96273606313acfe08a6455c7a6f63cbaf652bc173e2e9ce992fa57,pending,,,,false
knowledge_card,MVP-NUT-001,判断猫是否超重,nutrition,cat,4c12efc94315eb3c7759a49308c972bd69cc6d972b35d86bffb385f3cc6c7e50,pending,,,,false
knowledge_card,MVP-NUT-002,判断犬是否超重,nutrition,dog,558f88a485a70d194e9e3abd0e06dd90ac708f9373fd2fec65a9e67a6bc480cf,pending,,,,false
knowledge_card,MVP-NUT-003,猫安全减重原则,nutrition,cat,a85fa1c5035c6fd7d3ea6ef3bf47db50addfec8a08c215839108f42b0f8dec3c,pending,,,,false
knowledge_card,MVP-NUT-004,猫零食会不会影响体重,nutrition,cat,a5c55d8de4bb627d1d29fa8750fa435cd0575cb77311c586afacad1d19161edd,pending,,,,false
knowledge_card,MVP-NUT-005,猫突然挑食,nutrition,cat,8235382b4c66c42933908e57962e8730768f7559bc5888c3740562647d9cd298,pending,,,,false
knowledge_card,MVP-NUT-006,犬突然挑食,nutrition,dog,1bcd608466e28acd9bd7b5a49ba3a91816903faa9622a7384cba5543eb522014,pending,,,,false
knowledge_card,MVP-NUT-007,犬猫生食的风险,nutrition,cat|dog,a6e503c36fe1cc768dca418f047031b61353e150a4d2148665626929ba9a507b,pending,,,,false
knowledge_card,MVP-NUT-008,犬猫啃食骨头,nutrition,cat|dog,108ac5681b4a69422f2c23391fd02db585394a33be6175e91e7f5c6c21b2e0bb,pending,,,,false
knowledge_card,MVP-NUT-009,监测饮水量变化,nutrition,cat|dog,4b6f456d752318532c17c5fba2acda3cabc44aee3853f77228fade492f26a4d8,pending,,,,false
knowledge_card,MVP-NUT-010,选择主食和换粮记录,nutrition,cat|dog,7e153739dca23b4a352991ff47a52e10b5d6747976d91759999224c029aadd73,pending,,,,false
knowledge_card,MVP-PAR-001,猫身上发现跳蚤或黑色颗粒,parasites,cat,d583c9f8c959ca42f866b7be1ef263044712c1a9353c34dea3e111a31f032921,pending,,,,false
knowledge_card,MVP-PAR-002,犬身上发现跳蚤,parasites,dog,1438b794230e59c9900002da36e6269d02fdd6794b763c9dd649b57de7f0fabd,pending,,,,false
knowledge_card,MVP-PAR-003,犬猫身上发现蜱虫,parasites,cat|dog,d0c8afeeff89d05d066baf9c538bea4c4a232f512ccabb28fcc30b129e2229bb,pending,,,,false
knowledge_card,MVP-PAR-004,选择驱虫产品不能只看品牌,parasites,cat|dog,8d70ed9aacc1bf4ad8767767ed195c78c7797e31899cabe884bcf4ff8323b3c0,pending,,,,false
knowledge_card,MVP-PAR-005,驱虫频率需要个体化,parasites,cat|dog,02f41d94d1907a6ca55c0b17890d48f3cd031d665601c58225f08b8a05d8e00f,pending,,,,false
knowledge_card,MVP-PAR-006,粪便中看到虫体或米粒样节片,parasites,cat|dog,32f04b7f4f2f402c3244f4bd454b51e49b49cee22144830095b5b9bd666a139d,pending,,,,false
knowledge_card,MVP-PAR-007,多宠家庭疑似耳螨,parasites,cat|dog,6339674ffc97d1a45fd1c4b05420457f3a879bd923cc395d414c0f3e824fcf3f,pending,,,,false
knowledge_card,MVP-PAR-008,清理宠物粪便与人宠共患风险,parasites,cat|dog,d2e014d7c6845a0a495c5817fe908aadfbaae564053ba13f8b9f04f90fa4442b,pending,,,,false
knowledge_card,MVP-PAR-009,室内猫也需要评估寄生虫风险,parasites,cat,9147e1eb3c94b7f7516f483038ddc104df55a269e4b42f7a7b3eaed65fe84743,pending,,,,false
knowledge_card,MVP-GRM-001,季节性掉毛还是异常脱毛,grooming,cat|dog,72922db9be7285096308c4592091fef03ab6082495b8aded047de95e639cc456,pending,,,,false
knowledge_card,MVP-GRM-002,猫狗皮屑增多,grooming,cat|dog,4c17f1e04557244414cdec900b858ccd95a21414da49ef2c935817c2451b9bc3,pending,,,,false
knowledge_card,MVP-GRM-003,猫狗被毛打结,grooming,cat|dog,16ff18e540aa182eabb65bffcc876190d01219854436efa5fd3124e31f275cc8,pending,,,,false
knowledge_card,MVP-GRM-004,指甲过长,grooming,cat|dog,822d6f447e16c40025fc028949039762705d2af572747d03e392b3aac675a108,pending,,,,false
knowledge_card,MVP-GRM-005,指甲劈裂或出血,minor_injury,cat|dog,90a784b6ab2ea2236241afa21c31abe4176129b054db3a02f2bde6116950e4b0,pending,,,,false
knowledge_card,MVP-GRM-006,散步后反复舔爪,dermatology,dog,9ce4a8164b8bbbe96b4b69a7275f28e0a5463a8af645f4a88bb120b43a4638db,pending,,,,false
knowledge_card,MVP-GRM-007,短头犬皮褶发红有异味,dermatology,dog,bfe4e2ce8fac377cb72db725ccc2075df9a4a63f71396b9ada1b73e58c8b3d2c,pending,,,,false
knowledge_card,MVP-GRM-008,洗澡后皮肤发红或瘙痒,dermatology,cat|dog,b64914bafe3de8fc55bff76647e2743d3db0e03baaab5a4badda9500e58a1d6d,pending,,,,false
knowledge_card,MVP-GRM-009,小面积表浅擦伤,minor_injury,cat|dog,323b5282c8029ef396a253427c189e57e3d743e126d8207561369d1036d1aad2,pending,,,,false
knowledge_card,MVP-GRM-010,被其他动物咬伤,minor_injury,cat|dog,0bbfd555d08a850f6d3fc0ad3c3fc32518ad735740ee58047f99c2aa83a5dfbd,pending,,,,false
knowledge_card,MVP-BEH-001,猫突然在猫砂盆外排尿,behavior,cat,a5093e0017710500fa557e7ff88e180b7909c669b84b4163cd964ca2aaa2de1f,pending,,,,false
knowledge_card,MVP-BEH-002,多猫家庭猫砂盆资源,behavior,cat,16f828a130a75d4dd7f53bb7ae7729b75bd5677559778c3865886bad78c33c6b,pending,,,,false
knowledge_card,MVP-BEH-003,室内猫缺少合适抓挠和活动资源,behavior,cat,20bebcd591a3b052414c1da203a982f70d578bee82b74bb998cc359266b32150,pending,,,,false
knowledge_card,MVP-BEH-004,猫夜间异常叫喊,behavior,cat,d53ee8a0752b36b9fc21036ad499379e4d5c403589e4e14336fe0f34bbfc7c96,pending,,,,false
knowledge_card,MVP-BEH-005,犬独处时破坏或嚎叫,behavior,dog,f69a37c328f0e54f7bcbbf3f228521df51a57c9c8396d9a8ccaab5f3b64063c3,pending,,,,false
knowledge_card,MVP-BEH-006,犬害怕雷声和巨响,behavior,dog,161379e67b5b17590d0635d20f1d2877aa6e1ff31dea25ade959b8e7dac260e7,pending,,,,false
knowledge_card,MVP-BEH-007,犬突然出现攻击行为,behavior,dog,e2f3e2580c5ee29aa7a90b2f01d4dad199786a7ccfe5f7c07b619a8022f4acd4,pending,,,,false
knowledge_card,MVP-BEH-008,犬在家精力过剩,behavior,dog,ded487f35d8c8e3bcbff1d2f6e2008d6d93526dd7c080f7decba117baf0372fa,pending,,,,false
knowledge_card,MVP-BEH-009,新猫与原住猫逐步介绍,behavior,cat,5b924ae29ddcdc282d1bd864d5a083b4d6e922a7c9f8658578d5a7d263277f1a,pending,,,,false
knowledge_card,MVP-UR-001,犬排尿次数明显增加,urinary,dog,02509adf2644c3a521153a6c3f009feedb9f54055c67a5763a8b4cda63f48313,pending,,,,false
knowledge_card,MVP-UR-002,犬尿中带血,urinary,dog,10f9fd75f35189e6d3ef8d42e3fe2119c741b85aa7daccb3d83acfe6954f550e,pending,,,,false
knowledge_card,MVP-UR-003,犬无法正常排尿,urinary,dog,48f8a902aa3e4411f6be3c03fbd1eb51703d21086415a237605e20263739d19f,pending,,,,false
knowledge_card,MVP-UR-004,猫在外排尿先排除泌尿问题,urinary,cat,e8d34e2de79758c35d9ead4caf126e51059ce999b426c0b51b1895d8b1c95554,pending,,,,false
knowledge_card,MVP-UR-005,犬猫饮水和排尿同时增多,urinary,cat|dog,dbcf85074384bd61545579915819de3417767f83ce6d0fc1747bd64b99af1e20,pending,,,,false
knowledge_card,MVP-EYE-001,猫眼睛眯眼或突然发红,eye,cat,e029c2f6ad40b12b1455668094774bb7b83aab045465b0d43395b2e7471b4855,pending,,,,false
knowledge_card,MVP-EYE-002,猫突然撞东西或疑似视力下降,eye,cat,1b58db371f66c86d86e341feb13e8cf6f5d4d07bf51c27c6193b1be74e2e798e,pending,,,,false
knowledge_card,MVP-EYE-003,犬眼部分泌物需结合疼痛和眼表检查,eye,dog,60b54828144bb3d40ecd9eb5a7975858536d99309cf7742d4a5b46f7d5a2b735,pending,,,,false
knowledge_card,MVP-EYE-004,猫少量眼鼻分泌物,eye,cat,5f67077efd03538f9f6c6b56b1b389e3ad0fdec62c4727923c006efe9ebf4f1a,pending,,,,false
knowledge_card,MVP-PREV-001,成年犬猫基础健康检查,preventive_care,cat|dog,ad683caff3571e5db3a3d9e256f1097020724f7201fa95c231e9c1f6793d7614,pending,,,,false
knowledge_card,MVP-PREV-002,老年犬猫需要记录的变化,preventive_care,cat|dog,cdc70c8e26e206ddbdabcaaa9226048de28b64a8b62136e8d1b3c5cc8e4e9b0e,pending,,,,false
knowledge_card,MVP-PREV-003,发现皮下小肿块如何记录,preventive_care,cat|dog,6a1b25f9cad36112e0eeaef10db31b3ecc00163165046920e0970269cbb9ea1e,pending,,,,false
knowledge_card,MVP-PREV-004,绝育或手术后切口观察,preventive_care,cat|dog,f4acfaf1afbe685d9d10b5e2f0ffc33cf64983a02c54e7daeee8af999a28600d,pending,,,,false
knowledge_card,MVP-PREV-005,接种后轻微不适与严重反应,preventive_care,cat|dog,ae1648d8fe1bdcd3061d026eaf6b90098bc9244ba5673c25709e2a9d9808c1f3,pending,,,,false
knowledge_card,MVP-ANAL-001,犬频繁蹭屁股,anal_sac,dog,f06c0b358449a74b9d91023c02639a04a71259b68019472314b26fb886f654e9,pending,,,,false
knowledge_card,MVP-ANAL-002,肛门旁肿胀或疼痛,anal_sac,cat|dog,dc4cf550644524ad84b84e8e545a30d38628af7d3f282a35e28a3a13bfcf706a,pending,,,,false
knowledge_card,MVP-MSK-004,运动后轻度跛行,musculoskeletal,cat|dog,1fe9b95cf9f66d33465ea526c6ede42465d113497d9a0ac82052c15d8119ef6b,pending,,,,false
knowledge_card,MVP-SKIN-004,猫过度舔毛,dermatology,cat,f6e7e56181b3621132f7ff8903f83e256c9b794a8aba4071811da36ff9463189,pending,,,,false
knowledge_card,MVP-TOX-001,猫吃植物后呕吐,gastrointestinal,cat,6dab5826459704a41b58c56393df2704a65bad5f3a882a59b2d224d1e5bd3a7c,pending,,,,false
knowledge_card,MVP-HEAT-001,犬高温天气活动预防,preventive_care,dog,c86006b2b30bd64b06b8c4f8eaccedad889b18d7798fa97a8f7819112c34b502,pending,,,,false
knowledge_card,MVP-RENAL-001,老年猫饮水和尿量明显增加,renal,cat,5910349908636de2b4ae037c54af795488085e818ea0c5079b817531ad72ddf4,pending,,,,false
knowledge_card,MVP-RENAL-002,猫体重下降并伴食欲下降,renal,cat,93b367951fa6720c3536f7c972df0997aaadfd0b463cc0ce4f32141c215654e5,pending,,,,false
knowledge_card,MVP-RENAL-003,老年猫为什么要做肾脏筛查,renal,cat,912a5cc672e4c0351bd4baa208c83cd738c7c85e71bf88f439098135458867f9,pending,,,,false
knowledge_card,MVP-RENAL-004,犬饮水和排尿持续增加,renal,dog,1001c2dcd85ccb2a27c9245e8a6e7ed3ec8cc6f60fa97a4a3284374e015f5107,pending,,,,false
knowledge_card,MVP-RENAL-005,犬慢性肾病可能出现的日常变化,renal,dog,076a3062d6c4982d0018cd0175d07b6c6d6e327add8c278f52254c4e480feef9,pending,,,,false
knowledge_card,MVP-RENAL-006,猫狗尿量突然明显减少,renal,cat|dog,f42d27dbf9595b917ba3ecf7e22c0719adeb9fccd121893f7068b43d586e0349,pending,,,,false
knowledge_card,MVP-RENAL-007,肾病宠物不能自行调整药物和处方粮,renal,cat|dog,c0d6626209e6aa0330c6762cb1c099884018f60bee0108340acf33d3437afd2a,pending,,,,false
knowledge_card,MVP-RENAL-008,高风险品种猫的多囊肾关注点,renal,cat,04c09033c241b0e1e2648e0f8140e7a4298c4992afc086efba32ce3021850b9f,pending,,,,false
knowledge_card,MVP-ENDO-001,老年猫体重下降但食欲很好,endocrine,cat,da3b2d8cf3b197755c237f925dad7b55fbe3db2445ae6d8bb3408f1cf5390765,pending,,,,false
knowledge_card,MVP-ENDO-002,猫甲状腺功能亢进的常见日常表现,endocrine,cat,23195898bae7644194d090fe4888a4722842095a97c1ecb304d70837ecdcd31b,pending,,,,false
knowledge_card,MVP-ENDO-003,老年猫定期体检时关注甲状腺,endocrine,cat,de9d265a0c03d3f334b4324212d150248b82c34aad8fd0a4df1461936dfc0df8,pending,,,,false
knowledge_card,MVP-ENDO-004,犬变胖、怕冷并且精神下降,endocrine,dog,24d41d2b070750890ec6d6002730a57a57888a014a72988ffa2cd6ed1b9241d4,pending,,,,false
knowledge_card,MVP-ENDO-005,不能只凭肥胖或掉毛判断犬甲减,endocrine,dog,53f03858040317f8f8ef18d95a9a90d6e61163ecae84dd91609ddb2b89398e4b,pending,,,,false
knowledge_card,MVP-ENDO-006,犬糖尿病常见的早期线索,endocrine,dog,38a74be3de9179232db70c7096c77c46320aa3e5528351b6d31a8fc60f879af3,pending,,,,false
knowledge_card,MVP-ENDO-007,猫糖尿病可能出现的日常变化,endocrine,cat,9249b124b26b922326342deee2d9749b8ba622cec6d332a5e01d535c55dcd6bb,pending,,,,false
knowledge_card,MVP-ENDO-008,疑似糖尿病宠物出现呕吐和精神差,endocrine,cat|dog,13711fcc516201f247371cfd3f5f41f6006a3971fbba5d9d64b15bc40261d681,pending,,,,false
knowledge_card,MVP-ENDO-009,接受降糖治疗宠物的低血糖警示,endocrine,cat|dog,9e56789df28c1ca46db23a7e485428417d98026645aeeeaf1fe63451334100eb,pending,,,,false
knowledge_card,MVP-ENDO-010,多饮多尿不等于单一疾病,endocrine,cat|dog,d005c993541af0b72c17a9a2d52f5259a1183365d9b07b9d34319346e3b387bb,pending,,,,false
knowledge_card,MVP-CARD-001,犬体检发现心脏杂音但没有症状,cardiac,dog,2e1cf8d1cb387d85e37a706cd449953932cda6ee922bd23fe6fa1a80ff574fc1,pending,,,,false
knowledge_card,MVP-CARD-002,犬静息或睡眠呼吸变快,cardiac,dog,67157e14185d1179e658ad8c318e2f08a53f405e846a0129da26dfed500e0d0b,pending,,,,false
knowledge_card,MVP-CARD-003,犬咳嗽不一定都是心脏病,cardiac,dog,38aa179f3cf9e14f3503098571113ab56db409d8c3319e0b2501d27278d31562,pending,,,,false
knowledge_card,MVP-CARD-004,猫肥厚型心肌病可能没有明显症状,cardiac,cat,c3d5f96859dba3ff770fa3763e65b1a46e731ad254f5791f4972c98dcafa1e28,pending,,,,false
knowledge_card,MVP-CARD-005,猫静息呼吸加快需要警惕心肺问题,cardiac,cat,05e74f6a2738a6affd9e11de2ef949bc8008f1b1ec08160abaf5a30c9cd992cd,pending,,,,false
knowledge_card,MVP-CARD-006,猫突然后肢疼痛或无法站立,cardiac,cat,37f76e4c3827140b1cafc942757f98e4c740602b569e1a804d1ce3c38ad7ed72,pending,,,,false
knowledge_card,MVP-CARD-007,犬短暂晕厥或倒地,cardiac,dog,d5f908653e89bc52514f2c5726616c24772788297b4a2091f48091a99cfae04c,pending,,,,false
knowledge_card,MVP-CARD-008,犬心脏病药物不能因症状变化自行增减,cardiac,dog,312201fea38acd2efe669b8806eace7686f0e1c4830fa7ebaa93d029f65a0814,pending,,,,false
knowledge_card,MVP-PH-001,犬胰腺炎可能出现哪些表现,pancreatic_hepatobiliary,dog,a3a9a40c81b6c803280551930afd3d2523dee612d1d15e15b58af931e759bd55,pending,,,,false
knowledge_card,MVP-PH-002,犬胰腺炎不一定都有明显腹痛,pancreatic_hepatobiliary,dog,ea1c49fac9c312f43559636dac8df58d96be1a9bc7dbda23db28057d3cccb5e9,pending,,,,false
knowledge_card,MVP-PH-003,犬长期消瘦并且粪便量多,pancreatic_hepatobiliary,dog,a6ae7d5506b70aa444b80ec17be4d6edc2c5c84818ebee3f665a15c8947322ea,pending,,,,false
knowledge_card,MVP-PH-004,犬肝胆疾病的非特异性表现,pancreatic_hepatobiliary,dog,d3f7f0ac5afc01461150fe5ad818138b4908e38d37b95e1cd5b84e45384ebd19,pending,,,,false
knowledge_card,MVP-PH-005,犬出现黄疸,pancreatic_hepatobiliary,dog,20e2bd18f1e4331f15649f5af6c931c0bcf9ce0767618aa18e0b1724a11536d4,pending,,,,false
knowledge_card,MVP-PH-006,犬腹部逐渐膨大疑似腹水,pancreatic_hepatobiliary,dog,a52dc401b7a781b587054822ae36ce78e758850d43cecb5ca52f31df49b22c85,pending,,,,false
knowledge_card,MVP-PH-007,犬持续呕吐并伴腹部疼痛,pancreatic_hepatobiliary,dog,304daeeb20aa42353d9279a94cdd08758b09e70f88963250584c4882cec456a2,pending,,,,false
knowledge_card,MVP-INF-001,未完成免疫幼犬突然呕吐腹泻,infectious,dog,180f2e559fc94f5cafc005f2c256f40fffc828f4d5d564f9ea952fb76c137f14,pending,,,,false
knowledge_card,MVP-INF-002,犬细小病毒的家庭隔离注意,infectious,dog,7fc0c848c6f7798bcd30b7f56d07c118690fa3c4050e4422d595314b2158ebe1,pending,,,,false
knowledge_card,MVP-INF-003,幼犬疫苗未完成时的高风险接触,infectious,dog,81d064006b30acacc3ad552b14ef790ab9f07bf7005e64fe0f1c8d9a2b39e864,pending,,,,false
knowledge_card,MVP-INF-004,幼猫突然发热、呕吐和严重腹泻,infectious,cat,a6191804c53c8dac16064c68f6eb81b8949b8235e65f3735b52bbe5bcc83ef13,pending,,,,false
knowledge_card,MVP-INF-005,新领养猫什么时候考虑FeLV/FIV检测,infectious,cat,ae1dade7ac6e8e79ad7aae1089216507538b10a9236c4f28fb9ad56e0823b47e,pending,,,,false
knowledge_card,MVP-INF-006,猫白血病病毒感染可能表现很不典型,infectious,cat,95746deb01f56b70dd604327d43fce76d3fd2f7560978d21a4317856c594059a,pending,,,,false
knowledge_card,MVP-INF-007,猫打斗和FIV暴露风险,infectious,cat,50593ff5a930c58d033df73229970353f0cf49f07479a46d559c1e11ec5a0b6e,pending,,,,false
knowledge_card,MVP-INF-008,不能根据外观判断猫是否感染FeLV或FIV,infectious,cat,c79d8a13dbbd2ce9de62d206c6db0fe31dc0f5ffadd577b88d90f8c240d4b772,pending,,,,false
knowledge_card,MVP-INF-009,犬发热呕吐并出现黄疸,infectious,dog,77cd0afefd45c8d8c2a59ed499305d6fee3413370c535c03c1f7d0460d9cc4bf,pending,,,,false
knowledge_card,MVP-INF-010,疑似钩端螺旋体病时的家庭防护,infectious,dog,514b4664b01f5ab9dcabb62d86931a57523f161b23eb46f3ac6e1eaec453ae9d,pending,,,,false
knowledge_card,MVP-RESP-004,猫反复咳嗽或喘鸣可能与哮喘有关,respiratory,cat,2df529d5dabf7c23212b6fecafb9f9a433059372a3a3a4ab9124ba916bbbdb6d,pending,,,,false
knowledge_card,MVP-RESP-005,猫哮喘样发作时不能只等拍视频,respiratory,cat,c8aaf98fac26f8a3a1ced5cc87937bf90d648ef36ebd163398c3cd8e6fd8ff3c,pending,,,,false
knowledge_card,MVP-RESP-006,短头犬长期打鼾和呼吸噪音不是完全正常,respiratory,dog,83f3053cec656d4dcf783442f64878d3e41a9e1cb222bbb37883c0acc36c3db3,pending,,,,false
knowledge_card,MVP-RESP-007,短头犬运动和高温耐受差,respiratory,dog,d451931d71d97bc2a68a53c51cf5996c154d7f2ce64f95f5c4e2b89f8500b780,pending,,,,false
knowledge_card,MVP-RESP-008,短头犬睡眠中出现憋气或频繁惊醒,respiratory,dog,e65d4b3879d1c0209e52810240248e4ac9999a3b335db861ed669c44db23a02b,pending,,,,false
knowledge_card,MVP-RESP-009,猫呼吸困难的原因不能只按哮喘处理,respiratory,cat,09168740bb1696a0eeed95049dc057be5cbe90587a483d1d7e513934441a8e9a,pending,,,,false
knowledge_card,MVP-RESP-010,如何记录犬的静息呼吸变化,respiratory,dog,6918953c7c2dde96a15b7ac11ad0d608b7d4c07270127ea325493fc98661db3b,pending,,,,false
knowledge_card,MVP-REPRO-001,未绝育母犬发情后精神差并喝水增多,reproductive,dog,5a5dbb1aa281bbda9bb14618d317ed8239e1dec2244a6c76b7b8f08a344cad18,pending,,,,false
